Round,Participant,Raw Input,Summary,Cluster,Cluster Label,Cluster Size
9,P4e364102,"From my perspective, digital citizenship education including ai's societal impacts.","From my perspective, digital citizenship education including ai's societal impac...",C1,Digital citizenship education including AI's societal impact...,20
9,P5020088e,It's crucial that hands-on coding and ai ethics education for all students.,It's crucial that hands-on coding and ai ethics education for all students.,C2,"From my perspective, hands-on coding and ai ethics education...",17
9,P55221ec9,"From my perspective, hands-on coding and ai ethics education for all students.","From my perspective, hands-on coding and ai ethics education for all students.",C2,"From my perspective, hands-on coding and ai ethics education...",17
9,P5764ed1b,Hands-on coding and AI ethics education for all students.,Hands-on coding and AI ethics education for all students.,C2,"From my perspective, hands-on coding and ai ethics education...",17
9,P578a7959,Lifelong learning programs as career changes become more frequent.,Lifelong learning programs as career changes become more frequent.,C4,"From my perspective, lifelong learning programs as career ch...",14
9,P57ab0079,I believe lifelong learning programs as career changes become more frequent.,I believe lifelong learning programs as career changes become more frequent.,C4,"From my perspective, lifelong learning programs as career ch...",14
9,P589f7387,It's crucial that hands-on coding and ai ethics education for all students.,It's crucial that hands-on coding and ai ethics education for all students.,C2,"From my perspective, hands-on coding and ai ethics education...",17
9,P5a85e1f6,I believe focus on interdisciplinary skills connecting technology with humanities.,I believe focus on interdisciplinary skills connecting technology with humanitie...,C3,We must consider that focus on interdisciplinary skills conn...,15
9,P5e120e50,It's crucial that focus on interdisciplinary skills connecting technology with humanities.,It's crucial that focus on interdisciplinary skills connecting technology with h...,C3,We must consider that focus on interdisciplinary skills conn...,15
9,P5ed16fbc,Critical thinking and AI literacy should start in elementary school.,Critical thinking and AI literacy should start in elementary school.,C7,"From my perspective, critical thinking and ai literacy shoul...",10
9,P60e852d4,Curriculum should emphasize creativity and emotional intelligence.,Curriculum should emphasize creativity and emotional intelligence.,C6,We must consider that curriculum should emphasize creativity...,11
9,P63cfcea6,It's crucial that digital citizenship education including ai's societal impacts.,It's crucial that digital citizenship education including ai's societal impacts.,C1,Digital citizenship education including AI's societal impact...,20
9,P667a66c5,We must consider that focus on interdisciplinary skills connecting technology with humanities.,We must consider that focus on interdisciplinary skills connecting technology wi...,C3,We must consider that focus on interdisciplinary skills conn...,15
9,P6776c919,"From my perspective, critical thinking and ai literacy should start in elementary school.","From my perspective, critical thinking and ai literacy should start in elementar...",C7,"From my perspective, critical thinking and ai literacy shoul...",10
9,P694dc0cd,I believe digital citizenship education including ai's societal impacts.,I believe digital citizenship education including ai's societal impacts.,C1,Digital citizenship education including AI's societal impact...,20
9,P6b866ec0,It's crucial that hands-on coding and ai ethics education for all students.,It's crucial that hands-on coding and ai ethics education for all students.,C2,"From my perspective, hands-on coding and ai ethics education...",17
9,P70f4e5f9,I believe focus on interdisciplinary skills connecting technology with humanities.,I believe focus on interdisciplinary skills connecting technology with humanitie...,C3,We must consider that focus on interdisciplinary skills conn...,15
9,P71bb05ec,Digital citizenship education including AI's societal impacts.,Digital citizenship education including AI's societal impacts.,C1,Digital citizenship education including AI's societal impact...,20
9,P72e25bfe,"From my perspective, focus on interdisciplinary skills connecting technology with humanities.","From my perspective, focus on interdisciplinary skills connecting technology wit...",C3,We must consider that focus on interdisciplinary skills conn...,15
9,P77fe9f73,"From my perspective, lifelong learning programs as career changes become more frequent.","From my perspective, lifelong learning programs as career changes become more fr...",C4,"From my perspective, lifelong learning programs as career ch...",14
9,P7cf4c70d,It's crucial that curriculum should emphasize creativity and emotional intelligence.,It's crucial that curriculum should emphasize creativity and emotional intellige...,C6,We must consider that curriculum should emphasize creativity...,11
9,P821be496,Hands-on coding and AI ethics education for all students.,Hands-on coding and AI ethics education for all students.,C2,"From my perspective, hands-on coding and ai ethics education...",17
9,P83e9d6d1,We must consider that digital citizenship education including ai's societal impacts.,We must consider that digital citizenship education including ai's societal impa...,C1,Digital citizenship education including AI's societal impact...,20
9,P8438eb45,We must consider that critical thinking and ai literacy should start in elementary school.,We must consider that critical thinking and ai literacy should start in elementa...,C7,"From my perspective, critical thinking and ai literacy shoul...",10
9,P8872bcc4,I believe digital citizenship education including ai's societal impacts.,I believe digital citizenship education including ai's societal impacts.,C1,Digital citizenship education including AI's societal impact...,20
9,P8a48b733,We must consider that digital citizenship education including ai's societal impacts.,We must consider that digital citizenship education including ai's societal impa...,C1,Digital citizenship education including AI's societal impact...,20
9,P8bd4adb0,We must consider that focus on interdisciplinary skills connecting technology with humanities.,We must consider that focus on interdisciplinary skills connecting technology wi...,C3,We must consider that focus on interdisciplinary skills conn...,15
9,P8ef64442,"From my perspective, digital citizenship education including ai's societal impacts.","From my perspective, digital citizenship education including ai's societal impac...",C1,Digital citizenship education including AI's societal impact...,20
9,P91d048ed,It's crucial that hands-on coding and ai ethics education for all students.,It's crucial that hands-on coding and ai ethics education for all students.,C2,"From my perspective, hands-on coding and ai ethics education...",17
9,P9491c569,We must consider that curriculum should emphasize creativity and emotional intelligence.,We must consider that curriculum should emphasize creativity and emotional intel...,C6,We must consider that curriculum should emphasize creativity...,11
9,P9a076f12,We must consider that curriculum should emphasize creativity and emotional intelligence.,We must consider that curriculum should emphasize creativity and emotional intel...,C6,We must consider that curriculum should emphasize creativity...,11
9,P9dfd0389,We must consider that digital citizenship education including ai's societal impacts.,We must consider that digital citizenship education including ai's societal impa...,C1,Digital citizenship education including AI's societal impact...,20
9,P9f56cc8b,We must consider that digital citizenship education including ai's societal impacts.,We must consider that digital citizenship education including ai's societal impa...,C1,Digital citizenship education including AI's societal impact...,20
9,Pa06225b8,"From my perspective, focus on interdisciplinary skills connecting technology with humanities.","From my perspective, focus on interdisciplinary skills connecting technology wit...",C3,We must consider that focus on interdisciplinary skills conn...,15
9,Pa272d82c,"From my perspective, teacher training programs to integrate ai tools effectively.","From my perspective, teacher training programs to integrate ai tools effectively...",C5,"From my perspective, teacher training programs to integrate ...",13
9,Pa61b32d9,Lifelong learning programs as career changes become more frequent.,Lifelong learning programs as career changes become more frequent.,C4,"From my perspective, lifelong learning programs as career ch...",14
9,Pa893e684,Lifelong learning programs as career changes become more frequent.,Lifelong learning programs as career changes become more frequent.,C4,"From my perspective, lifelong learning programs as career ch...",14
9,Pabd011f9,We must consider that focus on interdisciplinary skills connecting technology with humanities.,We must consider that focus on interdisciplinary skills connecting technology wi...,C3,We must consider that focus on interdisciplinary skills conn...,15
9,Pb0ae6c81,We must consider that focus on interdisciplinary skills connecting technology with humanities.,We must consider that focus on interdisciplinary skills connecting technology wi...,C3,We must consider that focus on interdisciplinary skills conn...,15
9,Pb2ab2d79,"From my perspective, teacher training programs to integrate ai tools effectively.","From my perspective, teacher training programs to integrate ai tools effectively...",C5,"From my perspective, teacher training programs to integrate ...",13
9,Pb31753dd,We must consider that lifelong learning programs as career changes become more frequent.,We must consider that lifelong learning programs as career changes become more f...,C4,"From my perspective, lifelong learning programs as career ch...",14
9,Pb4d8b678,We must consider that curriculum should emphasize creativity and emotional intelligence.,We must consider that curriculum should emphasize creativity and emotional intel...,C6,We must consider that curriculum should emphasize creativity...,11
9,Pb9ddb511,It's crucial that teacher training programs to integrate ai tools effectively.,It's crucial that teacher training programs to integrate ai tools effectively.,C5,"From my perspective, teacher training programs to integrate ...",13
9,Pba0d1e32,"From my perspective, digital citizenship education including ai's societal impacts.","From my perspective, digital citizenship education including ai's societal impac...",C1,Digital citizenship education including AI's societal impact...,20
9,Pbcc576d8,Curriculum should emphasize creativity and emotional intelligence.,Curriculum should emphasize creativity and emotional intelligence.,C6,We must consider that curriculum should emphasize creativity...,11
9,Pc40c86ef,"From my perspective, hands-on coding and ai ethics education for all students.","From my perspective, hands-on coding and ai ethics education for all students.",C2,"From my perspective, hands-on coding and ai ethics education...",17
9,Pc5227372,It's crucial that focus on interdisciplinary skills connecting technology with humanities.,It's crucial that focus on interdisciplinary skills connecting technology with h...,C3,We must consider that focus on interdisciplinary skills conn...,15
9,Pc554f688,I believe curriculum should emphasize creativity and emotional intelligence.,I believe curriculum should emphasize creativity and emotional intelligence.,C6,We must consider that curriculum should emphasize creativity...,11
9,Pc7dbe664,We must consider that hands-on coding and ai ethics education for all students.,We must consider that hands-on coding and ai ethics education for all students.,C2,"From my perspective, hands-on coding and ai ethics education...",17
9,Pc882885b,We must consider that curriculum should emphasize creativity and emotional intelligence.,We must consider that curriculum should emphasize creativity and emotional intel...,C6,We must consider that curriculum should emphasize creativity...,11
9,Pc891a0ee,It's crucial that lifelong learning programs as career changes become more frequent.,It's crucial that lifelong learning programs as career changes become more frequ...,C4,"From my perspective, lifelong learning programs as career ch...",14
9,Pcbeb4d3a,Teacher training programs to integrate AI tools effectively.,Teacher training programs to integrate AI tools effectively.,C5,"From my perspective, teacher training programs to integrate ...",13
9,Pcd0c9ac9,It's crucial that digital citizenship education including ai's societal impacts.,It's crucial that digital citizenship education including ai's societal impacts.,C1,Digital citizenship education including AI's societal impact...,20
9,Pd55ec1e7,"From my perspective, hands-on coding and ai ethics education for all students.","From my perspective, hands-on coding and ai ethics education for all students.",C2,"From my perspective, hands-on coding and ai ethics education...",17
9,Pd5e7a821,Critical thinking and AI literacy should start in elementary school.,Critical thinking and AI literacy should start in elementary school.,C7,"From my perspective, critical thinking and ai literacy shoul...",10
9,Pdbec22ad,We must consider that focus on interdisciplinary skills connecting technology with humanities.,We must consider that focus on interdisciplinary skills connecting technology wi...,C3,We must consider that focus on interdisciplinary skills conn...,15
9,Pdc6aff73,Hands-on coding and AI ethics education for all students.,Hands-on coding and AI ethics education for all students.,C2,"From my perspective, hands-on coding and ai ethics education...",17
9,Pdca9c427,I believe critical thinking and ai literacy should start in elementary school.,I believe critical thinking and ai literacy should start in elementary school.,C7,"From my perspective, critical thinking and ai literacy shoul...",10
9,Pe18fbd36,Hands-on coding and AI ethics education for all students.,Hands-on coding and AI ethics education for all students.,C2,"From my perspective, hands-on coding and ai ethics education...",17
9,Pe27269d9,"From my perspective, teacher training programs to integrate ai tools effectively.","From my perspective, teacher training programs to integrate ai tools effectively...",C5,"From my perspective, teacher training programs to integrate ...",13
9,Pe3a4bdcf,It's crucial that focus on interdisciplinary skills connecting technology with humanities.,It's crucial that focus on interdisciplinary skills connecting technology with h...,C3,We must consider that focus on interdisciplinary skills conn...,15
9,Pe8c47516,"From my perspective, digital citizenship education including ai's societal impacts.","From my perspective, digital citizenship education including ai's societal impac...",C1,Digital citizenship education including AI's societal impact...,20
9,Pea995f7b,We must consider that hands-on coding and ai ethics education for all students.,We must consider that hands-on coding and ai ethics education for all students.,C2,"From my perspective, hands-on coding and ai ethics education...",17
9,Pf13ae6db,Digital citizenship education including AI's societal impacts.,Digital citizenship education including AI's societal impacts.,C1,Digital citizenship education including AI's societal impact...,20
9,Pf14f674e,"From my perspective, hands-on coding and ai ethics education for all students.","From my perspective, hands-on coding and ai ethics education for all students.",C2,"From my perspective, hands-on coding and ai ethics education...",17
9,Pf179e4f4,It's crucial that hands-on coding and ai ethics education for all students.,It's crucial that hands-on coding and ai ethics education for all students.,C2,"From my perspective, hands-on coding and ai ethics education...",17
9,Pf5228fa2,It's crucial that teacher training programs to integrate ai tools effectively.,It's crucial that teacher training programs to integrate ai tools effectively.,C5,"From my perspective, teacher training programs to integrate ...",13
9,Pf5fb26ab,It's crucial that teacher training programs to integrate ai tools effectively.,It's crucial that teacher training programs to integrate ai tools effectively.,C5,"From my perspective, teacher training programs to integrate ...",13
9,Pf64a95b9,I believe teacher training programs to integrate ai tools effectively.,I believe teacher training programs to integrate ai tools effectively.,C5,"From my perspective, teacher training programs to integrate ...",13
9,Pfae07990,Digital citizenship education including AI's societal impacts.,Digital citizenship education including AI's societal impacts.,C1,Digital citizenship education including AI's societal impact...,20
9,Pfd6a013e,I believe lifelong learning programs as career changes become more frequent.,I believe lifelong learning programs as career changes become more frequent.,C4,"From my perspective, lifelong learning programs as career ch...",14
5,P002db135,I believe diverse teams building ai are essential to identify hidden biases.,I believe diverse teams building ai are essential to identify hidden biases.,C6,"From my perspective, diverse teams building ai are essential...",12
5,P044ecf5c,It's crucial that legal frameworks treating algorithmic discrimination like human discrimination.,It's crucial that legal frameworks treating algorithmic discrimination like huma...,C3,"From my perspective, legal frameworks treating algorithmic d...",16
5,P06330240,We must consider that legal frameworks treating algorithmic discrimination like human discrimination...,We must consider that legal frameworks treating algorithmic discrimination like ...,C3,"From my perspective, legal frameworks treating algorithmic d...",16
5,P0ab6ce41,"From my perspective, representative training data that reflects human diversity.","From my perspective, representative training data that reflects human diversity.",C4,Representative training data that reflects human diversity.,14
5,P0d87a908,We must consider that diverse teams building ai are essential to identify hidden biases.,We must consider that diverse teams building ai are essential to identify hidden...,C6,"From my perspective, diverse teams building ai are essential...",12
5,P0f32ae92,We must consider that community involvement in ai development affecting their lives.,We must consider that community involvement in ai development affecting their li...,C5,We must consider that community involvement in ai developmen...,13
5,P0f5473a7,"From my perspective, clear accountability when ai systems produce biased results.","From my perspective, clear accountability when ai systems produce biased results...",C1,"From my perspective, clear accountability when ai systems pr...",18
5,P119504ae,We must consider that clear accountability when ai systems produce biased results.,We must consider that clear accountability when ai systems produce biased result...,C1,"From my perspective, clear accountability when ai systems pr...",18
5,P12bcacb9,It's crucial that clear accountability when ai systems produce biased results.,It's crucial that clear accountability when ai systems produce biased results.,C1,"From my perspective, clear accountability when ai systems pr...",18
5,P135c59bc,Regular audits of AI systems for discriminatory outcomes.,Regular audits of AI systems for discriminatory outcomes.,C7,Regular audits of AI systems for discriminatory outcomes.,9
5,P13b01763,"From my perspective, legal frameworks treating algorithmic discrimination like human discrimination.","From my perspective, legal frameworks treating algorithmic discrimination like h...",C3,"From my perspective, legal frameworks treating algorithmic d...",16
5,P183fe416,I believe diverse teams building ai are essential to identify hidden biases.,I believe diverse teams building ai are essential to identify hidden biases.,C6,"From my perspective, diverse teams building ai are essential...",12
5,P1f737eee,It's crucial that public reporting requirements for fairness metrics.,It's crucial that public reporting requirements for fairness metrics.,C2,We must consider that public reporting requirements for fair...,18
5,P21db03f4,"From my perspective, diverse teams building ai are essential to identify hidden biases.","From my perspective, diverse teams building ai are essential to identify hidden ...",C6,"From my perspective, diverse teams building ai are essential...",12
5,P2324fc7b,"From my perspective, diverse teams building ai are essential to identify hidden biases.","From my perspective, diverse teams building ai are essential to identify hidden ...",C6,"From my perspective, diverse teams building ai are essential...",12
5,P2381b85a,We must consider that representative training data that reflects human diversity.,We must consider that representative training data that reflects human diversity...,C4,Representative training data that reflects human diversity.,14
5,P246cc61f,I believe public reporting requirements for fairness metrics.,I believe public reporting requirements for fairness metrics.,C2,We must consider that public reporting requirements for fair...,18
5,P296e49c2,"From my perspective, clear accountability when ai systems produce biased results.","From my perspective, clear accountability when ai systems produce biased results...",C1,"From my perspective, clear accountability when ai systems pr...",18
5,P322599fb,I believe legal frameworks treating algorithmic discrimination like human discrimination.,I believe legal frameworks treating algorithmic discrimination like human discri...,C3,"From my perspective, legal frameworks treating algorithmic d...",16
5,P3272202c,"From my perspective, community involvement in ai development affecting their lives.","From my perspective, community involvement in ai development affecting their liv...",C5,We must consider that community involvement in ai developmen...,13
5,P32814f77,"From my perspective, clear accountability when ai systems produce biased results.","From my perspective, clear accountability when ai systems produce biased results...",C1,"From my perspective, clear accountability when ai systems pr...",18
5,P33c92c55,"From my perspective, public reporting requirements for fairness metrics.","From my perspective, public reporting requirements for fairness metrics.",C2,We must consider that public reporting requirements for fair...,18
5,P37e79c19,It's crucial that representative training data that reflects human diversity.,It's crucial that representative training data that reflects human diversity.,C4,Representative training data that reflects human diversity.,14
5,P39b8ee3e,We must consider that clear accountability when ai systems produce biased results.,We must consider that clear accountability when ai systems produce biased result...,C1,"From my perspective, clear accountability when ai systems pr...",18
5,P3d508b19,It's crucial that diverse teams building ai are essential to identify hidden biases.,It's crucial that diverse teams building ai are essential to identify hidden bia...,C6,"From my perspective, diverse teams building ai are essential...",12
5,P42ae8d81,Representative training data that reflects human diversity.,Representative training data that reflects human diversity.,C4,Representative training data that reflects human diversity.,14
5,P439843c7,It's crucial that regular audits of ai systems for discriminatory outcomes.,It's crucial that regular audits of ai systems for discriminatory outcomes.,C7,Regular audits of AI systems for discriminatory outcomes.,9
5,P45ebecd9,"From my perspective, clear accountability when ai systems produce biased results.","From my perspective, clear accountability when ai systems produce biased results...",C1,"From my perspective, clear accountability when ai systems pr...",18
5,P475b51fb,Public reporting requirements for fairness metrics.,Public reporting requirements for fairness metrics.,C2,We must consider that public reporting requirements for fair...,18
5,P4e364102,We must consider that public reporting requirements for fairness metrics.,We must consider that public reporting requirements for fairness metrics.,C2,We must consider that public reporting requirements for fair...,18
5,P5020088e,Community involvement in AI development affecting their lives.,Community involvement in AI development affecting their lives.,C5,We must consider that community involvement in ai developmen...,13
5,P55221ec9,We must consider that diverse teams building ai are essential to identify hidden biases.,We must consider that diverse teams building ai are essential to identify hidden...,C6,"From my perspective, diverse teams building ai are essential...",12
5,P5764ed1b,"From my perspective, clear accountability when ai systems produce biased results.","From my perspective, clear accountability when ai systems produce biased results...",C1,"From my perspective, clear accountability when ai systems pr...",18
5,P578a7959,We must consider that community involvement in ai development affecting their lives.,We must consider that community involvement in ai development affecting their li...,C5,We must consider that community involvement in ai developmen...,13
5,P57ab0079,We must consider that public reporting requirements for fairness metrics.,We must consider that public reporting requirements for fairness metrics.,C2,We must consider that public reporting requirements for fair...,18
5,P589f7387,"From my perspective, representative training data that reflects human diversity.","From my perspective, representative training data that reflects human diversity.",C4,Representative training data that reflects human diversity.,14
5,P5a85e1f6,"From my perspective, diverse teams building ai are essential to identify hidden biases.","From my perspective, diverse teams building ai are essential to identify hidden ...",C6,"From my perspective, diverse teams building ai are essential...",12
5,P5e120e50,Representative training data that reflects human diversity.,Representative training data that reflects human diversity.,C4,Representative training data that reflects human diversity.,14
5,P5ed16fbc,It's crucial that legal frameworks treating algorithmic discrimination like human discrimination.,It's crucial that legal frameworks treating algorithmic discrimination like huma...,C3,"From my perspective, legal frameworks treating algorithmic d...",16
5,P60e852d4,It's crucial that public reporting requirements for fairness metrics.,It's crucial that public reporting requirements for fairness metrics.,C2,We must consider that public reporting requirements for fair...,18
5,P63cfcea6,"From my perspective, clear accountability when ai systems produce biased results.","From my perspective, clear accountability when ai systems produce biased results...",C1,"From my perspective, clear accountability when ai systems pr...",18
5,P667a66c5,Legal frameworks treating algorithmic discrimination like human discrimination.,Legal frameworks treating algorithmic discrimination like human discrimination.,C3,"From my perspective, legal frameworks treating algorithmic d...",16
5,P6776c919,"From my perspective, clear accountability when ai systems produce biased results.","From my perspective, clear accountability when ai systems produce biased results...",C1,"From my perspective, clear accountability when ai systems pr...",18
5,P694dc0cd,It's crucial that community involvement in ai development affecting their lives.,It's crucial that community involvement in ai development affecting their lives.,C5,We must consider that community involvement in ai developmen...,13
5,P6b866ec0,It's crucial that clear accountability when ai systems produce biased results.,It's crucial that clear accountability when ai systems produce biased results.,C1,"From my perspective, clear accountability when ai systems pr...",18
5,P70f4e5f9,It's crucial that public reporting requirements for fairness metrics.,It's crucial that public reporting requirements for fairness metrics.,C2,We must consider that public reporting requirements for fair...,18
5,P71bb05ec,It's crucial that public reporting requirements for fairness metrics.,It's crucial that public reporting requirements for fairness metrics.,C2,We must consider that public reporting requirements for fair...,18
5,P72e25bfe,"From my perspective, diverse teams building ai are essential to identify hidden biases.","From my perspective, diverse teams building ai are essential to identify hidden ...",C6,"From my perspective, diverse teams building ai are essential...",12
5,P77fe9f73,We must consider that community involvement in ai development affecting their lives.,We must consider that community involvement in ai development affecting their li...,C5,We must consider that community involvement in ai developmen...,13
5,P7cf4c70d,"From my perspective, public reporting requirements for fairness metrics.","From my perspective, public reporting requirements for fairness metrics.",C2,We must consider that public reporting requirements for fair...,18
5,P821be496,I believe legal frameworks treating algorithmic discrimination like human discrimination.,I believe legal frameworks treating algorithmic discrimination like human discri...,C3,"From my perspective, legal frameworks treating algorithmic d...",16
5,P83e9d6d1,We must consider that representative training data that reflects human diversity.,We must consider that representative training data that reflects human diversity...,C4,Representative training data that reflects human diversity.,14
5,P8438eb45,We must consider that community involvement in ai development affecting their lives.,We must consider that community involvement in ai development affecting their li...,C5,We must consider that community involvement in ai developmen...,13
5,P8872bcc4,Public reporting requirements for fairness metrics.,Public reporting requirements for fairness metrics.,C2,We must consider that public reporting requirements for fair...,18
5,P8a48b733,It's crucial that community involvement in ai development affecting their lives.,It's crucial that community involvement in ai development affecting their lives.,C5,We must consider that community involvement in ai developmen...,13
5,P8bd4adb0,I believe legal frameworks treating algorithmic discrimination like human discrimination.,I believe legal frameworks treating algorithmic discrimination like human discri...,C3,"From my perspective, legal frameworks treating algorithmic d...",16
5,P8ef64442,We must consider that regular audits of ai systems for discriminatory outcomes.,We must consider that regular audits of ai systems for discriminatory outcomes.,C7,Regular audits of AI systems for discriminatory outcomes.,9
5,P91d048ed,We must consider that community involvement in ai development affecting their lives.,We must consider that community involvement in ai development affecting their li...,C5,We must consider that community involvement in ai developmen...,13
5,P9491c569,Diverse teams building AI are essential to identify hidden biases.,Diverse teams building AI are essential to identify hidden biases.,C6,"From my perspective, diverse teams building ai are essential...",12
5,P9a076f12,We must consider that public reporting requirements for fairness metrics.,We must consider that public reporting requirements for fairness metrics.,C2,We must consider that public reporting requirements for fair...,18
5,P9dfd0389,I believe representative training data that reflects human diversity.,I believe representative training data that reflects human diversity.,C4,Representative training data that reflects human diversity.,14
5,P9f56cc8b,Representative training data that reflects human diversity.,Representative training data that reflects human diversity.,C4,Representative training data that reflects human diversity.,14
5,Pa06225b8,Community involvement in AI development affecting their lives.,Community involvement in AI development affecting their lives.,C5,We must consider that community involvement in ai developmen...,13
5,Pa272d82c,Representative training data that reflects human diversity.,Representative training data that reflects human diversity.,C4,Representative training data that reflects human diversity.,14
5,Pa61b32d9,It's crucial that legal frameworks treating algorithmic discrimination like human discrimination.,It's crucial that legal frameworks treating algorithmic discrimination like huma...,C3,"From my perspective, legal frameworks treating algorithmic d...",16
5,Pa893e684,It's crucial that regular audits of ai systems for discriminatory outcomes.,It's crucial that regular audits of ai systems for discriminatory outcomes.,C7,Regular audits of AI systems for discriminatory outcomes.,9
5,Pabd011f9,I believe representative training data that reflects human diversity.,I believe representative training data that reflects human diversity.,C4,Representative training data that reflects human diversity.,14
5,Pb0ae6c81,Regular audits of AI systems for discriminatory outcomes.,Regular audits of AI systems for discriminatory outcomes.,C7,Regular audits of AI systems for discriminatory outcomes.,9
5,Pb2ab2d79,"From my perspective, regular audits of ai systems for discriminatory outcomes.","From my perspective, regular audits of ai systems for discriminatory outcomes.",C7,Regular audits of AI systems for discriminatory outcomes.,9
5,Pb31753dd,I believe public reporting requirements for fairness metrics.,I believe public reporting requirements for fairness metrics.,C2,We must consider that public reporting requirements for fair...,18
5,Pb4d8b678,I believe diverse teams building ai are essential to identify hidden biases.,I believe diverse teams building ai are essential to identify hidden biases.,C6,"From my perspective, diverse teams building ai are essential...",12
5,Pb9ddb511,Representative training data that reflects human diversity.,Representative training data that reflects human diversity.,C4,Representative training data that reflects human diversity.,14
5,Pba0d1e32,"From my perspective, legal frameworks treating algorithmic discrimination like human discrimination.","From my perspective, legal frameworks treating algorithmic discrimination like h...",C3,"From my perspective, legal frameworks treating algorithmic d...",16
5,Pbcc576d8,I believe regular audits of ai systems for discriminatory outcomes.,I believe regular audits of ai systems for discriminatory outcomes.,C7,Regular audits of AI systems for discriminatory outcomes.,9
5,Pc40c86ef,Clear accountability when AI systems produce biased results.,Clear accountability when AI systems produce biased results.,C1,"From my perspective, clear accountability when ai systems pr...",18
5,Pc5227372,It's crucial that community involvement in ai development affecting their lives.,It's crucial that community involvement in ai development affecting their lives.,C5,We must consider that community involvement in ai developmen...,13
5,Pc554f688,Clear accountability when AI systems produce biased results.,Clear accountability when AI systems produce biased results.,C1,"From my perspective, clear accountability when ai systems pr...",18
5,Pc7dbe664,"From my perspective, clear accountability when ai systems produce biased results.","From my perspective, clear accountability when ai systems produce biased results...",C1,"From my perspective, clear accountability when ai systems pr...",18
5,Pc882885b,It's crucial that representative training data that reflects human diversity.,It's crucial that representative training data that reflects human diversity.,C4,Representative training data that reflects human diversity.,14
5,Pc891a0ee,I believe representative training data that reflects human diversity.,I believe representative training data that reflects human diversity.,C4,Representative training data that reflects human diversity.,14
5,Pcbeb4d3a,It's crucial that legal frameworks treating algorithmic discrimination like human discrimination.,It's crucial that legal frameworks treating algorithmic discrimination like huma...,C3,"From my perspective, legal frameworks treating algorithmic d...",16
5,Pcd0c9ac9,"From my perspective, legal frameworks treating algorithmic discrimination like human discrimination.","From my perspective, legal frameworks treating algorithmic discrimination like h...",C3,"From my perspective, legal frameworks treating algorithmic d...",16
5,Pd55ec1e7,We must consider that public reporting requirements for fairness metrics.,We must consider that public reporting requirements for fairness metrics.,C2,We must consider that public reporting requirements for fair...,18
5,Pd5e7a821,It's crucial that public reporting requirements for fairness metrics.,It's crucial that public reporting requirements for fairness metrics.,C2,We must consider that public reporting requirements for fair...,18
5,Pdbec22ad,"From my perspective, legal frameworks treating algorithmic discrimination like human discrimination.","From my perspective, legal frameworks treating algorithmic discrimination like h...",C3,"From my perspective, legal frameworks treating algorithmic d...",16
5,Pdc6aff73,Public reporting requirements for fairness metrics.,Public reporting requirements for fairness metrics.,C2,We must consider that public reporting requirements for fair...,18
5,Pdca9c427,"From my perspective, community involvement in ai development affecting their lives.","From my perspective, community involvement in ai development affecting their liv...",C5,We must consider that community involvement in ai developmen...,13
5,Pe18fbd36,"From my perspective, clear accountability when ai systems produce biased results.","From my perspective, clear accountability when ai systems produce biased results...",C1,"From my perspective, clear accountability when ai systems pr...",18
5,Pe27269d9,"From my perspective, clear accountability when ai systems produce biased results.","From my perspective, clear accountability when ai systems produce biased results...",C1,"From my perspective, clear accountability when ai systems pr...",18
5,Pe3a4bdcf,We must consider that public reporting requirements for fairness metrics.,We must consider that public reporting requirements for fairness metrics.,C2,We must consider that public reporting requirements for fair...,18
5,Pe8c47516,Community involvement in AI development affecting their lives.,Community involvement in AI development affecting their lives.,C5,We must consider that community involvement in ai developmen...,13
5,Pea995f7b,I believe clear accountability when ai systems produce biased results.,I believe clear accountability when ai systems produce biased results.,C1,"From my perspective, clear accountability when ai systems pr...",18
5,Pf13ae6db,"From my perspective, legal frameworks treating algorithmic discrimination like human discrimination.","From my perspective, legal frameworks treating algorithmic discrimination like h...",C3,"From my perspective, legal frameworks treating algorithmic d...",16
5,Pf14f674e,Regular audits of AI systems for discriminatory outcomes.,Regular audits of AI systems for discriminatory outcomes.,C7,Regular audits of AI systems for discriminatory outcomes.,9
5,Pf179e4f4,We must consider that public reporting requirements for fairness metrics.,We must consider that public reporting requirements for fairness metrics.,C2,We must consider that public reporting requirements for fair...,18
5,Pf5228fa2,We must consider that legal frameworks treating algorithmic discrimination like human discrimination...,We must consider that legal frameworks treating algorithmic discrimination like ...,C3,"From my perspective, legal frameworks treating algorithmic d...",16
5,Pf5fb26ab,"From my perspective, diverse teams building ai are essential to identify hidden biases.","From my perspective, diverse teams building ai are essential to identify hidden ...",C6,"From my perspective, diverse teams building ai are essential...",12
5,Pf64a95b9,Regular audits of AI systems for discriminatory outcomes.,Regular audits of AI systems for discriminatory outcomes.,C7,Regular audits of AI systems for discriminatory outcomes.,9
5,Pfae07990,We must consider that clear accountability when ai systems produce biased results.,We must consider that clear accountability when ai systems produce biased result...,C1,"From my perspective, clear accountability when ai systems pr...",18
5,Pfd6a013e,Legal frameworks treating algorithmic discrimination like human discrimination.,Legal frameworks treating algorithmic discrimination like human discrimination.,C3,"From my perspective, legal frameworks treating algorithmic d...",16
1,P002db135,I believe democratic values and human rights must guide ai development globally.,I believe democratic values and human rights must guide ai development globally.,C1,"From my perspective, democratic values and human rights must...",18
